WKT,NUSA TENGGARA BARAT,-8.12179,117.63696
"POINT (120.69786 -8.56568)",NUSA TENGGARA TIMUR,	-8.56568,	120.69786
"POINT (129.42078 -3.11884)",MALUKU,	-3.11884,	129.42078
"POINT (127.840141 1.4208824)",MALUKU UTARA,1.4208824,127.840141
"POINT (132.90253 -1.38424)",PAPUA BARAT,	-1.38424,	132.90253
"POINT (138.34853 -3.98857)",PAPUA,	-3.98857,	138.34853
"POINT (117.1864799 -8.6420235)",NUSA TENGGARA BARAT,-8.6420235,117.1864799
