WKT,SULAWESI UTARA,0.65557,124.09015
"POINT (121.621857 -1.5400165)",SULAWESI TENGAH,-1.5400165,121.621857
"POINT (119.94719 -3.64467)",SULAWESI SELATAN,	-3.64467,	119.94719
"POINT (122.1454664 -4.1739501)",SULAWESI TENGGARA,-4.1739501,122.1454664
"POINT (122.45559 0.71862)",GORONTALO,	0.71862,	122.45559
"POINT (119.2710346 -2.8925509)",SULAWESI BARAT,-2.8925509,119.2710346
"POINT (123.9339989 0.6176514)",SULAWESI UTARA,0.6176514,123.9339989
