WKT,DKI JAKARTA,6.1745,106.8227
"POINT (107.6569485 -6.9000785)",JAWA BARAT,-6.9000785,107.6569485
"POINT (110.00441 -7.30324)",JAWA TENGAH,	-7.30324,	110.00441
"POINT (110.4334371 -7.9207262)",DI YOGYAKARTA,-7.9207262,110.4334371
"POINT (112.3101126 -7.60067)",JAWA TIMUR,-7.60067,112.3101126
"POINT (106.13756 -6.44538)",BANTEN,	-6.44538,	106.13756
"POINT (115.1718422 -8.4313878)",BALI,-8.4313878,115.1718422
,,,
,,,
"POINT (106.8283415 -6.180495)",Daerah Khusus Ibukota Jakarta,,
